Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
VirusShare_9a601627690a1963cf95c6a361a63a6d|9a601627690a1963cf95c6a361a63a6d|34404|240|34|10|0|14848|4608|0|33720|4096|0|65536|4096|512|6|1|6|1|6|1|45056|1024|37559|1|8192|262144|4096|1048576|4096|0|16|8|3.68629935496|0.0815394123432|6.13212542081|2368.0|512|6656|2187.125|12|6538|1|46|0|0|1|3.46257455762|3.46257455762|3.46257455762|808.0|808|808|0|0|0
VirusShare_54b1541096563b135ce7d49c68758b67|54b1541096563b135ce7d49c68758b67|34404|240|34|9|0|55296|219648|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|299008|1024|278343|2|32832|524288|8192|1048576|4096|0|16|5|4.71379696321|0.201344328388|7.57516698515|54988.8|512|215552|56760.0|324|217088|7|152|1|0|43|3.40591209203|0.0|7.99699147182|4942.3255814|4|103809|0|0|0
VirusShare_b62d7a722e38f08684292926e57c2cdb|b62d7a722e38f08684292926e57c2cdb|34404|240|34|9|0|8704|8192|0|10916|4096|0|5368709120|4096|512|5|2|0|0|5|2|40960|1024|21016|2|33088|1048576|4096|1048576|4096|0|16|6|3.54440287179|0.210826267787|5.78034717327|2816.0|512|8704|2845.5|60|8385|6|85|1|0|2|4.91652896923|4.77482589417|5.05823204429|853.5|822|885|0|0|0
VirusShare_c4489745d1d871523961995a9ba00246|c4489745d1d871523961995a9ba00246|34404|240|34|8|0|310784|22016|0|339976|4096|0|65536|4096|512|6|0|6|0|6|0|352256|1024|404409|1|0|262144|4096|1048576|4096|0|16|7|4.31448610544|1.89614718347|6.43223047683|47323.4285714|1024|309760|47285.1428571|750|309618|2|17|0|0|1|3.60674057076|3.60674057076|3.60674057076|1024.0|1024|1024|0|0|0
VirusShare_45325a7ecb100ead34b1118820650dab|45325a7ecb100ead34b1118820650dab|34404|240|35|8|0|148992|196096|0|1073962461|4096|0|4194304|4096|512|4|0|0|0|5|2|589824|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|3.30747447998|0.0|5.63545125656|43929.6|4608|148992|68744.8|4536|148926|14|256|3|0|0|0|0|0|0|0|0|0|0|0
VirusShare_59e796eb656a8eeaef04ffc056d50343|59e796eb656a8eeaef04ffc056d50343|34404|240|34|10|0|53760|330240|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|409600|1024|443010|2|33088|524288|8192|1048576|4096|0|16|5|4.79670241736|0.217769955458|7.76528133005|76800.0|512|326144|78644.8|324|327680|7|154|1|0|43|3.51807674823|0.0|7.99756806235|7516.76744186|4|214495|0|0|0
VirusShare_5a63842f2f8a028c6fdd0b25fbd155b3|5a63842f2f8a028c6fdd0b25fbd155b3|34404|240|34|9|0|132096|66048|0|52012|4096|0|5368709120|4096|512|5|2|0|0|5|2|225280|1024|235833|3|33088|1048576|4096|1048576|4096|0|16|6|4.65653473265|3.44519093873|6.33247152368|33024.0|2048|132096|34451.6666667|1840|131978|3|105|0|0|3|3.28196801031|2.3331088213|4.79597360227|535.333333333|104|1156|0|0|0
VirusShare_2b1bcb854057da7c3b61315af1d65920|2b1bcb854057da7c3b61315af1d65920|34404|240|302|8|0|8192|4096|0|1610629053|8192|0|4194304|8192|4096|4|0|0|0|4|0|49152|4096|0|2|1344|4194304|16384|1048576|8192|0|16|2|2.52132394093|0.0|5.04264788185|6144.0|4096|8192|4055.5|952|7159|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_6d0e467d2bb49bfd9a56eaa726848bc4|6d0e467d2bb49bfd9a56eaa726848bc4|34404|240|34|8|0|54784|189440|0|51316|4096|0|4294967296|4096|512|6|0|6|0|5|2|270336|1024|295281|2|32832|524288|8192|1048576|4096|0|16|5|4.75418473293|0.201344328388|7.65831665314|48844.8|512|185344|50934.8|274|188416|7|152|1|0|43|2.91991946665|0.0|7.99843490009|4247.06976744|4|150176|0|0|0
VirusShare_05cf6e4558cf04c2d546df2da9d57e76|05cf6e4558cf04c2d546df2da9d57e76|34404|240|47|2|50|26624|13312|0|4096|4096|0|5368709120|4096|512|4|0|0|0|5|2|53248|1024|0|2|0|1048576|4096|1048576|4096|0|16|6|4.48357065086|3.54618128828|6.17228876476|6485.33333333|2048|23040|6378.83333333|1572|22720|6|125|0|0|3|2.94939080307|1.91924070464|4.90543932272|459.666666667|20|744|0|0|0
VirusShare_63432acbe243613b85e2396e6f1dab5b|63432acbe243613b85e2396e6f1dab5b|34404|240|35|8|0|347648|1323008|0|253888|4096|0|5368709120|4096|512|4|0|0|0|5|2|1708032|1024|1687299|2|32768|1048576|4096|1048576|4096|0|16|5|5.17158098844|3.74314381915|6.325114024|334131.2|13824|1165312|338621.4|24360|1165144|14|374|1|0|59|2.59798008616|0.866753107458|6.32896216036|19694.5423729|20|525792|0|0|0
VirusShare_f1b181aeea9d09c510e641b5599adb1d|f1b181aeea9d09c510e641b5599adb1d|34404|240|34|10|0|53760|7223296|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|7303168|1024|7328518|2|33088|524288|8192|1048576|4096|0|16|5|4.84349958144|0.217769955458|7.99926715045|1455411.2|512|7219200|1456872.0|324|7218816|7|154|1|0|32|2.93179933341|0.0|7.99996638092|225524.03125|4|7190027|0|0|0
VirusShare_2c174fe0b07600deb5e6c9cf45bd1fa0|2c174fe0b07600deb5e6c9cf45bd1fa0|34404|240|34|11|0|8192|397312|0|5008|4096|0|5368709120|4096|512|6|3|6|3|5|2|425984|1024|484789|2|49504|524288|8192|1048576|4096|0|16|6|0.985955185109|0.0|5.91573111066|67584.0|512|393728|67608.0|106|393632|0|0|0|0|0|0|0|0|0|0|0|148|0|0
VirusShare_5c8636cf007ffff178c6c758395be859|5c8636cf007ffff178c6c758395be859|34404|240|35|9|0|272384|111616|0|134704|4096|0|5368709120|4096|512|5|2|0|0|5|2|405504|1024|400807|2|32768|1048576|4096|1048576|4096|0|16|5|1.18722556906|0.0|5.93612784531|76800.0|3584|272384|78508.2|3164|272117|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_edb7c7f26adec4bd34e890673d0dbfab|edb7c7f26adec4bd34e890673d0dbfab|34404|240|34|9|0|55296|2456064|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|2535424|1024|2561626|2|32832|524288|8192|1048576|4096|0|16|5|4.84107095603|0.201344328388|7.98951904691|502272.0|512|2451968|504043.2|324|2453504|7|152|1|0|43|3.51155167521|0.0|7.99854308636|56959.8139535|4|2340552|0|0|0
VirusShare_260a7503f7d26636ee08fe2ce1264c47|260a7503f7d26636ee08fe2ce1264c47|34404|240|34|9|0|248832|77824|0|78608|4096|0|4294967296|4096|512|6|1|6|1|6|1|336416|2048|344865|2|33024|524288|32768|1048576|4096|0|16|6|4.20018383655|1.09436201513|6.37855070425|54442.6666667|1024|248832|54121.5|544|248509|23|297|4|0|4|3.73227935529|2.79509835403|4.88606158104|4686.0|240|16874|0|0|0
VirusShare_e6e7d456512f492dd78b905d6ce2a133|e6e7d456512f492dd78b905d6ce2a133|34404|240|34|9|0|282624|67072|0|335972|4096|0|65536|4096|512|6|1|6|1|6|1|376832|1024|366810|1|0|262144|4096|1048576|4096|0|16|10|5.18060156309|2.43327382353|6.48966457357|34918.4|1536|247808|34806.0|1454|247554|3|54|0|0|11|5.10686333726|2.69913115291|7.55355908983|2629.27272727|90|9640|0|0|0
VirusShare_e621488cc9863e368c1b765a609b1e80|e621488cc9863e368c1b765a609b1e80|34404|240|35|9|0|2505728|940544|0|2483035|4096|0|5368709120|4096|512|5|2|0|0|5|2|2510848|1024|1166422|2|32768|1048576|4096|1048576|4096|0|16|8|1.6493739727|0.0|7.89934485667|142016.0|0|583680|311387.25|48|964446|14|404|1|0|149|2.70778490266|0.0|7.98523974849|4092.6442953|20|69212|0|0|0
VirusShare_082afd83fc8bfe64479651a7bc924a20|082afd83fc8bfe64479651a7bc924a20|34404|240|34|10|0|626688|281600|0|484124|4096|0|5368709120|4096|512|5|2|0|0|5|2|1245184|1024|940079|2|33088|1048576|4096|1048576|4096|0|16|9|4.56371093838|0.0203931352361|6.61925195854|100920.888889|512|626688|135650.666667|29|626584|7|290|0|16|2|4.12965191555|3.46333022882|4.79597360227|671.0|346|996|0|0|0
VirusShare_0455dafdfd07a9849b143209db253b56|0455dafdfd07a9849b143209db253b56|34404|240|3107|8|0|57344|6144|0|39104|8192|0|4294967296|8192|512|5|2|5|2|5|2|155648|1024|1492561|2|32768|524288|8192|1048576|4096|0|16|4|4.87272151323|0.731032088189|7.99566954081|361472.0|512|1385984|33592.0|2004|71752|7|134|1|0|5|3.26142056071|2.3612744383|4.62073863703|601.0|224|1390|0|0|0
VirusShare_9d7c3389efcb75fc3f08bc8e289256e0|9d7c3389efcb75fc3f08bc8e289256e0|34404|240|34|10|0|53760|941056|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|1019904|1024|1027940|2|33088|524288|8192|1048576|4096|0|16|5|4.83432348777|0.217769955458|7.95338668208|198963.2|512|936960|200705.6|324|937984|7|154|1|0|43|3.50357322703|0.0|7.99962116843|21723.3255814|4|825377|0|0|0
VirusShare_23538b9ee5114655f05b0ce50e3e90d4|23538b9ee5114655f05b0ce50e3e90d4|34404|240|3107|8|0|57344|6144|0|39104|8192|0|4294967296|8192|512|5|2|5|2|5|2|155648|1024|338519|2|32768|524288|8192|1048576|4096|0|16|4|1.38274476452|0.0|5.53097905806|69376.0|512|217600|33610.0|2004|71752|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_aacb735438150b870fc8e3acb0fa7745|aacb735438150b870fc8e3acb0fa7745|34404|240|35|8|0|484864|169472|0|242704|4096|0|4194304|4096|512|4|0|0|0|5|2|679936|1024|687919|2|32768|1048576|4096|1048576|4096|0|16|5|4.90962137068|2.90303172103|6.27986986113|130867.2|7680|484864|132973.2|14928|484542|8|194|0|206|16|3.65096415294|3.46718962099|5.3327088525|901.875|832|1098|0|0|0
VirusShare_28f170f63555bbacc1bb30ae058f165b|28f170f63555bbacc1bb30ae058f165b|34404|240|35|8|0|189440|151040|0|380594|4096|0|5368709120|4096|512|4|0|0|0|5|2|393216|1024|0|3|32768|1048576|4096|1048576|4096|0|16|6|4.82709310791|0.0|7.94528056976|60928.0|0|189440|62589.0|4096|189039|5|181|0|567|1|5.08691962217|5.08691962217|5.08691962217|342.0|342|342|0|0|0
VirusShare_f6f8360523c986ad759ee7cfd1b15d2f|f6f8360523c986ad759ee7cfd1b15d2f|34404|240|34|8|0|54784|189440|0|51316|4096|0|4294967296|4096|512|6|0|6|0|5|2|270336|1024|295281|2|32832|524288|8192|1048576|4096|0|16|5|4.75418473293|0.201344328388|7.65831665314|48844.8|512|185344|50934.8|274|188416|7|152|1|0|43|2.91991946665|0.0|7.99843490009|4247.06976744|4|150176|0|0|0
VirusShare_93fff21615665e21817ccb6e94f7eca8|93fff21615665e21817ccb6e94f7eca8|34404|240|34|10|0|53760|634368|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|712704|1024|678485|2|33088|524288|8192|1048576|4096|0|16|5|4.79909370737|0.217769955458|7.77723778011|137625.6|512|630272|139107.2|324|629992|7|154|1|0|48|3.37436617159|0.0|7.99942738107|13066.6041667|2|486447|0|0|0
VirusShare_fd22b70257316b2863f07a36bffc5d8f|fd22b70257316b2863f07a36bffc5d8f|34404|240|34|9|0|55296|289280|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|368640|1024|373815|2|32832|524288|8192|1048576|4096|0|16|5|4.31765473951|0.201344328388|6.37961942547|68915.2|512|285184|70686.4|324|286720|7|152|1|0|43|3.34398765076|0.0|7.98515132099|6560.58139535|4|173391|0|0|0
VirusShare_a304e76bfca925d521934c67c3f2648a|a304e76bfca925d521934c67c3f2648a|34404|240|34|10|0|1540608|1112064|0|1381712|4096|0|5368709120|4096|512|5|2|0|0|5|2|2727936|1024|18335257|2|33088|1048576|4096|1048576|4096|0|16|8|0.773467071036|0.0|6.18773656829|331584.0|2048|1540608|338077.875|1888|1540256|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_2cca7f7cdcd80e4db2ff923d80b79ac9|2cca7f7cdcd80e4db2ff923d80b79ac9|34404|240|34|9|0|94720|42496|0|84396|4096|0|5368709120|4096|512|5|2|0|0|5|2|159744|1024|173558|2|33088|1048576|4096|1048576|4096|0|16|6|4.26605167722|2.07086483621|5.82263073937|22869.3333333|1024|94720|22851.1666667|670|94677|6|129|0|0|1|5.0240316839|5.0240316839|5.0240316839|600.0|600|600|0|0|0
VirusShare_e27eb6cc5ad18ace1c1591026a368bfe|e27eb6cc5ad18ace1c1591026a368bfe|34404|240|34|10|0|53760|491520|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|569344|1024|489866|2|33088|524288|8192|1048576|4096|0|16|5|4.74319852586|0.217769955458|7.49776187254|109056.0|512|487424|110504.0|324|486976|7|154|1|0|62|3.63386588025|0.0|7.99927472834|7803.35483871|2|266093|0|0|0
VirusShare_9143e250a9c2f3d0d0636151c1cd997c|9143e250a9c2f3d0d0636151c1cd997c|34404|240|34|10|0|101888|40960|0|121744|4096|0|65536|4096|512|6|1|6|1|6|1|163840|1024|156953|1|0|262144|4096|1048576|4096|0|16|9|4.04247339064|0.00185145191915|6.42353153005|15587.5555556|512|90112|15679.2222222|910|89874|2|109|0|0|1|3.50747350176|3.50747350176|3.50747350176|908.0|908|908|0|0|0
VirusShare_55234c043067e04a8303756a151f71b1|55234c043067e04a8303756a151f71b1|34404|240|34|9|0|132096|66048|0|52012|4096|0|5368709120|4096|512|5|2|0|0|5|2|225280|1024|251473|3|33088|1048576|4096|1048576|4096|0|16|6|2.53054844062|0.0|6.33247152368|33024.0|2048|132096|34450.3333333|1832|131978|3|105|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_d953180001a27c8d93ccd3956499802d|d953180001a27c8d93ccd3956499802d|34404|240|34|8|0|54784|547328|0|51236|4096|0|4294967296|4096|512|6|0|6|0|5|2|626688|1024|665316|2|32832|524288|8192|1048576|4096|0|16|5|4.81919799816|0.201344328388|7.95875671742|120422.4|512|543232|122189.2|274|544768|7|152|1|0|30|2.80197439998|0.0|7.99956604264|18032.7|3|518559|0|0|0
VirusShare_e5b5cf460953ed11f006153941a6cc9b|e5b5cf460953ed11f006153941a6cc9b|34404|240|34|9|0|55296|1457152|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|1536000|1024|1545252|2|32832|524288|8192|1048576|4096|0|16|5|4.83848157211|0.201344328388|7.97657212729|302489.6|512|1453056|304158.4|324|1454080|7|152|1|0|43|3.45221598455|0.0|7.9996712703|33727.2325581|2|1341563|0|0|0
VirusShare_121201bd8ec4b48031566b8195694954|121201bd8ec4b48031566b8195694954|34404|240|34|8|0|185856|99840|0|290824|4096|0|65536|4096|512|6|0|6|0|6|0|303104|1024|221051|1|0|262144|4096|1048576|4096|0|16|7|4.46548630766|0.575746693069|6.54051486204|28891.4285714|512|184320|40496.0|192|183982|2|31|0|0|2|5.55076466434|3.58676995243|7.51475937624|994.5|949|1040|0|0|0
VirusShare_f3cdb0e349a7388996039daa3aec1b17|f3cdb0e349a7388996039daa3aec1b17|34404|240|34|9|0|94720|42496|0|84396|4096|0|5368709120|4096|512|5|2|0|0|5|2|159744|1024|173558|2|33088|1048576|4096|1048576|4096|0|16|6|4.26620454313|2.07086483621|5.82324422583|22869.3333333|1024|94720|22851.1666667|670|94677|6|129|0|0|1|5.0240316839|5.0240316839|5.0240316839|600.0|600|600|0|0|0
VirusShare_0a13612f52c6ceb541c0144d3cdb1947|0a13612f52c6ceb541c0144d3cdb1947|34404|240|35|9|0|80896|71219200|0|57096|4096|0|5368709120|4096|512|5|2|0|0|5|2|71311360|1024|71288141|2|32768|1048576|4096|1048576|4096|0|16|5|5.55188105051|3.31826131966|7.99976145808|14254489.6|3584|71166464|14259805.8|3384|71166312|4|107|5|0|13|0.615366639808|0.0|7.9997663175|5474269.30769|38|70802909|0|0|0
VirusShare_602034bb7ebd33838d8d1dc69a25d59c|602034bb7ebd33838d8d1dc69a25d59c|34404|240|35|10|0|121344|61952|0|1073932093|4096|0|5368709120|4096|512|5|2|0|0|5|2|413696|1024|233938|2|33024|1048576|4096|1048576|4096|0|16|5|3.79041311216|0.0|6.44894817185|36659.2|1536|121344|39644.8|1236|121190|6|122|1|0|0|0|0|0|0|0|0|0|0|0
VirusShare_b8e1be3732343d63cb8c4fd84228c9ca|b8e1be3732343d63cb8c4fd84228c9ca|34404|240|35|9|0|72704|87040|0|43904|4096|0|5368709120|4096|512|5|2|0|0|5|2|172032|1024|0|2|33024|1048576|4096|1048576|4096|0|16|6|4.25042465789|0.321627388474|6.75590090185|18602.6666667|512|72704|26371.6666667|32|72624|7|142|1|0|14|3.94070517559|2.64576300669|7.69131311002|1674.14285714|62|14000|0|0|0
VirusShare_126e17d9b096b8ecf9afcb89a43d35b7|126e17d9b096b8ecf9afcb89a43d35b7|34404|240|35|9|0|608256|171008|0|129992|4096|0|5368709120|4096|512|5|2|0|0|5|2|933888|1024|838919|2|33024|4194304|4096|4194304|4096|0|16|5|5.65308184355|3.45150627534|7.47015984327|166912.0|17408|608256|184152.4|27048|608044|16|512|0|0|23|3.72143553955|1.84273764861|7.98988655547|3975.13043478|20|63178|0|0|0
VirusShare_58e249abfd86fb07616372720cd9d392|58e249abfd86fb07616372720cd9d392|34404|240|35|9|0|613376|160768|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|872448|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|4.68191144929|2.17059147901|6.42800749315|154828.8|14848|613376|171959.4|14364|613057|16|517|0|0|19|2.9107019075|1.84273764861|5.09117306256|698.157894737|20|2216|0|0|0
VirusShare_c56d5e988b72166651cc925a0f203ce9|c56d5e988b72166651cc925a0f203ce9|34404|240|34|10|0|58880|28160|0|35116|4096|0|5368709120|4096|512|5|2|0|0|5|2|110592|1024|111157|3|33088|1048576|4096|1048576|4096|0|16|6|4.24909507018|2.34360211341|6.2564945129|14506.6666667|512|58880|15084.0|436|58694|3|74|0|0|1|4.79597360227|4.79597360227|4.79597360227|346.0|346|346|0|0|0
VirusShare_aedaf8bcb483b96fb498c41e90f678e4|aedaf8bcb483b96fb498c41e90f678e4|34404|240|35|8|0|77824|54784|0|1073865181|4096|0|4194304|4096|512|4|0|0|0|5|2|274432|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|3.56750273534|0.0|6.14169333492|24473.6|2048|77824|26290.6|1936|77631|5|98|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_0809eb81c3d061d637df4ca6f3ae62fb|0809eb81c3d061d637df4ca6f3ae62fb|34404|240|35|8|0|67072|31232|0|69872|4096|0|5368709120|4096|512|4|0|0|0|5|2|118784|1024|153651|2|32768|1048576|4096|1048576|4096|0|16|5|4.27199089747|1.21848739931|6.18139228575|19660.8|512|67072|20317.8|2832|66811|10|193|2|0|29|2.88485969942|1.82160695839|5.04829679253|418.068965517|18|2196|0|0|0
VirusShare_cdd42d224cabb9b5455a660796e98b52|cdd42d224cabb9b5455a660796e98b52|34404|240|34|10|0|59392|28160|0|35388|4096|0|5368709120|4096|512|5|2|0|0|5|2|110592|1024|111216|3|33088|1048576|4096|1048576|4096|0|16|6|4.24825791455|2.34149752112|6.25303699451|14592.0|512|59392|15129.3333333|436|58966|3|74|0|0|1|4.79597360227|4.79597360227|4.79597360227|346.0|346|346|0|0|0
VirusShare_a1233745dc77c2ca801bc3a97c6a7ffc|a1233745dc77c2ca801bc3a97c6a7ffc|34404|240|34|9|0|42496|25088|0|18492|4096|0|5368709120|4096|512|5|2|0|0|5|2|90112|1024|120320|2|33088|1048576|4096|1048576|4096|0|16|6|4.26393361474|2.35795630887|6.18026110715|11264.0|1024|42496|11853.0|998|41994|1|65|0|0|2|4.12738201789|3.45879043351|4.79597360227|631.0|346|916|0|0|0
VirusShare_6ef7f933c16b5a88bbcdf5b45fdbcaa1|6ef7f933c16b5a88bbcdf5b45fdbcaa1|34404|240|35|9|0|620544|169984|0|127596|4096|0|5368709120|4096|512|5|2|0|0|5|2|974848|1024|842513|2|33024|4194304|4096|4194304|4096|0|16|5|5.5618366465|3.39550339455|7.04443187558|174694.4|17920|620544|191916.8|26952|620094|16|517|0|0|33|3.9022429929|1.84273764861|7.90643237267|3597.57575758|20|50301|0|0|0
VirusShare_1c0e7503ac0c45086c98302d10ad9887|1c0e7503ac0c45086c98302d10ad9887|34404|240|35|8|0|228864|132608|0|1074094045|4096|0|4194304|4096|512|4|0|0|0|5|2|733184|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|3.89315299816|0.0|6.22198131432|70246.4|1024|228864|71990.4|808|228378|5|103|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_4169ee85761b8249842e4ac3600643fa|4169ee85761b8249842e4ac3600643fa|34404|240|35|9|0|173568|142336|0|102332|4096|0|5368709120|4096|512|5|2|0|0|5|2|520192|1024|330843|2|32768|20000|4096|1048576|4096|0|16|5|1.16568378135|0.0|5.82841890673|63180.8|8192|173568|100716.8|8124|213584|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_4591d01a291b700efbc5b263c67a266c|4591d01a291b700efbc5b263c67a266c|34404|240|34|9|0|11776|2560|0|28772|4096|0|65536|4096|512|6|1|6|1|6|1|36864|1024|80059|1|0|262144|4096|1048576|4096|0|16|6|2.86379886909|0.0815394123432|6.26462724747|2389.33333333|512|10240|2099.33333333|12|9968|1|28|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_28c5ada9bdc5ddbbe78b6227c63f0e05|28c5ada9bdc5ddbbe78b6227c63f0e05|34404|240|34|10|0|53760|933376|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|1011712|1024|1041707|2|33088|524288|8192|1048576|4096|0|16|5|4.83330792384|0.217769955458|7.94830886243|197427.2|512|929280|199067.2|324|929792|7|154|1|0|43|3.43869815495|0.0|7.9988167837|21549.2790698|2|817902|0|0|0
VirusShare_0f1b37d10c2b7a148b4fa329041e0675|0f1b37d10c2b7a148b4fa329041e0675|34404|240|34|9|0|32256|3072|0|49160|4096|0|65536|4096|512|6|1|6|1|6|1|57344|1024|50164|1|0|262144|4096|1048576|4096|0|16|6|3.71365486345|0.301406807312|6.56517872676|5888.0|512|31232|5759.83333333|274|31209|2|12|0|0|1|3.76518572593|3.76518572593|3.76518572593|912.0|912|912|0|0|0
VirusShare_d0034f9e2cbd4b1588d31fdcf4a8a8b3|d0034f9e2cbd4b1588d31fdcf4a8a8b3|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|897024|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|5.0024138423|2.17059147901|6.42800749315|159436.8|27648|613376|176592.2|27156|613057|16|517|0|0|27|3.68367129544|1.84273764861|6.26881172941|1333.55555556|20|9640|0|0|0
VirusShare_c71929da3ea3da497f1f89199c77d1ac|c71929da3ea3da497f1f89199c77d1ac|34404|240|34|10|0|124928|101376|0|71700|4096|0|5368709120|4096|512|5|2|0|0|5|2|245760|1024|0|3|33088|1048576|4096|1048576|4096|0|16|6|4.78191399727|1.91349242675|6.21917612154|35669.3333333|1536|124928|37410.0|1214|124628|5|150|0|0|1|5.62019223882|5.62019223882|5.62019223882|43008.0|43008|43008|0|0|0
VirusShare_7c2638759f661e5ae8f50f641d9e21ca|7c2638759f661e5ae8f50f641d9e21ca|34404|240|34|10|10|63488|29184|0|4316|4096|0|65536|4096|512|6|2|6|2|6|2|114688|1024|91274|1|0|262144|4096|1048576|4096|0|16|8|4.68957750601|1.00026943709|7.47808726383|10816.0|512|45056|11239.875|318|44570|3|60|0|0|3|4.70092428241|2.79524750237|7.75334491093|4400.66666667|232|12046|112|0|0
VirusShare_aba2a43121c8e22d2ad43afbeecc9815|aba2a43121c8e22d2ad43afbeecc9815|34404|240|35|9|0|588800|153088|0|510204|4096|0|5368709120|4096|512|5|2|0|0|5|2|897024|1024|802414|2|33024|4194304|4096|4194304|4096|0|16|5|5.59602866085|3.31160430024|7.46851836549|159436.8|17408|588800|176589.2|17088|588646|16|517|0|0|23|3.71782997635|1.84273764861|7.98988655547|3979.82608696|20|63178|0|0|0
VirusShare_d9c296ba93ffa14b70fc5d8eac458fb0|d9c296ba93ffa14b70fc5d8eac458fb0|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|1077248|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|5.25318769621|2.17059147901|6.78451803737|195481.6|27648|613376|212696.2|27156|613057|16|517|0|0|27|3.81370595295|1.84273764861|7.98418455794|8019.40740741|20|98638|0|0|0
VirusShare_4a07b8971b8b9a915ec5e2d77a6275dc|4a07b8971b8b9a915ec5e2d77a6275dc|34404|240|34|10|0|677376|325632|0|1074726561|4096|0|5368709120|4096|512|5|2|0|0|5|2|2244608|1024|1067146|2|33088|1048576|4096|1048576|4096|0|16|9|4.08853082205|0.0|6.61925195854|111445.333333|512|677376|135371.666667|29|677200|8|295|0|17|2|4.12468776094|3.45340191961|4.79597360227|661.0|346|976|0|0|0
VirusShare_351f0fe5c039917c0d5a74091998e57a|351f0fe5c039917c0d5a74091998e57a|34404|240|35|8|0|28672|7168|0|42556|4096|0|4294967296|4096|512|5|2|5|2|5|2|46222|1024|66532|2|32768|524288|8192|1048576|4096|0|16|3|4.72764510842|1.51454971405|6.56862643975|11946.6666667|1536|28672|12971.3333333|5072|28580|4|76|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_caa6f226d043938a3d1ea71dcbbedf18|caa6f226d043938a3d1ea71dcbbedf18|34404|240|3107|8|0|57344|12288|0|39104|8192|0|4294967296|8192|512|5|2|5|2|5|2|163840|1024|12874944|2|32768|524288|8192|1048576|4096|0|16|4|1.35569353269|0.0|5.42277413076|3213568.0|512|12794368|35160.0|2004|71752|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_2a65046feb272b7b5bd825a0a0e57c53|2a65046feb272b7b5bd825a0a0e57c53|34404|240|34|8|0|126976|24576|0|159760|4096|0|65536|4096|512|5|2|5|2|5|2|1107439616|1024|0|1|0|262144|4096|1048576|4096|0|16|7|3.43906343131|0.399689527211|6.48184202767|21504.0|512|125952|21303.5714286|120|125545|2|19|0|0|1|3.57350572758|3.57350572758|3.57350572758|948.0|948|948|0|0|0
